Flags,Pack,Image,Author,Difficulty,English,Spanish,German,French,Netherlands,Italian,Russian,Portuguese,Swedish,Danish,Norwegian,Finnish,Turkish,Polish,Greek,Czech,Lithuanian,Latvian,Estonian,Korean,Hungarian
,2,CASTANETS.JPG,Juan Moyano (Nito100),3,CASTANETS,CASTAÑUELAS,KASTAGNETTEN,CASTAGNETTES,CASTAGNETTEN,NACCHERE,КАСТАНЬЕТЫ,,KASTANJETTER,KASTAGNETTER,KASTAGNETTER,KASTANJETIT,,KASTANIETY,ΚΑΣΤΑΝΙΕΤΕΣ,KASTANĚTY,KASTANJETĖS,,,,KASZTANYETTA
,2,CATTLE_PEN.JPG,Andrew Orlemann (Aorlemann),2,CATTLE PEN,CORRAL,RINDERPFERCH,ENCLOS,VEEREK,RECINTO,ЗАГОН,,BOSKAPSFÅLLA,KVÆGFOLD,KVÆGFOLD,AITAUS,,ZAGRODA,ΜΑΝΤΡΙ ΒΟΟΕΙΔΩΝ,OHRADA,GYVULIŲ GARDAS,,,,KARÁM
,2,CEILING.JPG,Hel080808,2,CEILING,TECHO,DECKE,PLAFOND,PLAFOND,SOFFITTO,ПОТОЛОК,,INNTERTAK,LOFT,LOFT,KATTO,,SUFIT,ΟΡΟΦΗ,STROP,LUBOS,,,,MENNYEZET
,2,CENTIPEDE.JPG,Mrfiza,1,CENTIPEDE,CIEMPIÉS,TAUSENDFÜSSLER,MILLE-PATTES,DUIZENDPOOT,MILLEPIEDI,МНОГОНОЖКА,,TUSENFOTING,SKOLOPENDER,SKOLOPENDER,TUHATJALKAINEN,,PARECZNIK,ΣΑΡΑΝΤΑΠΟΔΑΡΟΥΣΑ,STONOŽKA,ŠIMTAKOJIS,,,,SZÁZLÁBÚ
,2,CEREALS.JPG,Ellen Mol (Ellenmol1814),1,CEREALS,CEREALES,CEREALIEN,CÉRÉALES,GRANEN,CEREALI,ЗЛАКИ,,FLINGOR,KORN,KORN,VILJA,,PŁATKI,ΔΗΜΗΤΡΙΑΚΑ,CEREÁLIE,GRŪDAI,,,,GABONAFÉLÉK
,2,CEREBELLUM.JPG,Woodooart,3,CEREBELLUM,CEREBELO,KLEINHIRN,CERVELET,KLEINE HERSENEN,CERVELLETTO,МОЗЖЕЧОК,,LILLHJÄRNAN,LILLEHJERNEN,LILLEHJERNEN,PIKKUAIVOT,,MÓŻDŻEK,ΠΑΡΕΓΚΕΦΑΛΙΤΙΔΑ,MOZEČEK,SMEGENĖLĖS,,,,KISAGY
,2,CHARACTER (japan).JPG,Auris,1,CHARACTER,IDEOGRAMA,SCHRIFTZEICHEN,IDÉOGRAMME,KARAKTER,IDEOGRAMMA,ИЕРОГЛИФ,,TECKEN,TEGN,TEGN,KIRJOITUSMERKKI,,SYMBOL,ΧΑΡΑΚΤΗΡΑΣ (ΣΧΕΔΙΟ),ASIJSKÝ ZNAK,HIEROGLIFAS,,,,FILMSZEREPLŐ
,2,CHARACTER (hero).JPG,Chudtsankov,2,CHARACTER,PERSONAJE,CHARAKTER,PERSONNAGE,KARAKTER,PERSONAGGIO,ПЕРСОНАЖ,,TECKEN,KARAKTER,KARAKTER,HAHMO,,POSTAĆ,ΙΔΟΕΟΓΡΑΜΜΑ,POSTAVIČKA,CHARAKTERIS,,,,(JAPÁN) ÍRÁSJEL
,2,CHEAP.JPG,Mrdoomits,2,CHEAP,BARATO,BILLIG,BON MARCHÉ,GOEDKOOP,ECONOMICO,ДЕШЕВЫЙ,,BILLIG,BILLIG,BILLIG,HALPA,,TANI,ΦΤΗΝΟ,LEVNÝ,PIGUS,,,,OLCSÓ
,2,CHECKERED.JPG,Nemesisinc,2,CHECKERED,A CUADROS,KARIERT,À CARREAUX,GERUIT,TARTAN,КЛЕТЧАТЫЙ,,RUTIG,TERNET,TERNET,RUUDULLINEN,,KRACIASTY,ΚΑΡΩ,KOSTKOVANÝ,LANGUOTAS,,,,KOCKÁS
,2,CHECKERS.JPG,Maria Simonova (Mairy),1,CHECKERS,DAMAS,SCHACH,JEU DE DAMES,DAMMEN,DAMA,ШАШКИ,,DAM,DAM,DAM,TAMMI,,WARCABY,ΝΤΑΜΑ,DÁMA,ŠAŠKĖS,,,,DÁMAJÁTÉKOSOK
,2,CHEWING_GUM.JPG,Olga Yastremska (Chernetskaya),1,CHEWING GUM,CHICLE,KAUGUMMI,CHEWING-GUM,KAUWGOM,GOMMA,ЖВАЧКА,,TUGGUMMI,TYGGEGUMMI,TYGGEGUMMI,PURUKUMI,,GUMA DO ŻUCIA,ΤΣΙΧΛΑ,ŽVÝKAČKA,KRAMTOMOJI GUMA,,,,RÁGÓGUMI
,2,CHIC.JPG,Gordana Sermek (Gsermek),3,CHIC,CHIC,CHIC,CHIC,CHIC,SCICCOSO,ШИК,,ELEGANT,CHIK,CHIK,TYYLIKÄS,,ELEGANCJA,ΚΟΜΨΟ,VKUS,ELEGANTIŠKAS,,,,ÍZLÉSES
,2,CHICKPEAS.JPG,Zkruger,2,CHICKPEAS,GARBANZOS,KICHERERBSEN,POIS CHICHE,KIKKERERWTEN,CECI,НУТ,,KIKÄRTOR,KIKÆRTER,KIKÆRTER,KIKHERNEET,,CIECIERZYCA,ΡΕΒΙΘΙΑ,CIZRNA,AVINŽIRNIS,,,,CSICSERIBORSÓ
,2,CHICORY.JPG,Tycoon751,3,CHICORY,ENDIBIA,CHICOREE,ENDIVE,CICHOREI,INDIVIA,ЦИКОРИЙ,,COKORIA,CIKORIE,CIKORIE,SIKURI,,CYKORIA,ΡΑΔΙΚΙ,ČEKANKA,TRŪKAŽOLĖ,,,,CIKÓRIA
,2,CHISEL.JPG,Borys Tronko (Tronkob),2,CHISEL,CINCEL,MEISSEL,BURIN,BEITEL,SCALPELLO,СТАМЕСКА,,HUGGJÄRN,MEJSEL,MEJSEL,TALTTA,,DŁUTO,ΚΑΛΕΜΙ,DLÁTO,KIRSTUKAS,,,,RÁSPOLY
,2,BUNCH (chives).JPG,stockcreations,2,BUNCH,MANOJO,BUND,BOUQUET,BOS,MAZZO,СВЯЗКА,,KNIPPE,BUNDT PURLØG,HAUG,NIPPU,,SZCZYPIOREK,ΜΑΤΣΟ,SVAZEK,RYŠULĖLIS,,,,CSOKOR
,2,CHRISTENING.JPG,Irina Lyulko (Ajni),2,CHRISTENING,BAUTIZO,TAUFE,BAPTÊME,DOPEN,BATTESIMO,КРЕЩЕНИЕ,,DOP,DÅB,DÅB,KASTE,,CHRZEST,ΒΑΠΤΙΣΗ,KŘEST,KRIKŠTAS,,,,KERESZTELÉS
,2,CHRYSALIS.JPG,Jpog123,2,CHRYSALIS,CRISÁLIDA,KOKON,CHRYSALIDE,VERPOPPING,CRISALIDE,КУКОЛКА,,PUPPA,PUPPE,PUPPE,KOTELO,,POCZWARKA,ΧΡΥΣΑΛΛΙΔΑ,KUKLA,LĖLIUKĖ,,,,GUBÓ
,2,CHUTNEY.JPG,Marazem,4,CHUTNEY,CHUTNEY,CHUTNEY,CONDIMENT,CHUTNEY,CHUTNEY,ЧАТНИ,,CHUTNEY,CHUTNEY,CHUTNEY,CHUTNEY,,CZATNEJ,ΜΑΓΓΟ,ČATNÍ,SALOTOS,,,,CHUTNEY
,2,CICADA.JPG,Anne Amphlett (Anicaart),3,CICADA,CIGARRA,ZIKADE,CIGALE,CICADE,CICALA,ЦИКАДА,,CICADA,CIKADE,CIKADE,LAULUKASKAS,,CYKADA,ΤΖΙΤΖΙΚΙ,CIKÁDA,CIKADA,,,,KABÓCA
,2,CIDER.JPG,Christopher Elwell (Celwell),2,CIDER,SIDRA,MOST,CIDRE,CIDER,SIDRO,СИДР,,CIDER,CIDER,CIDER,SIIDERI,,CYDR,ΜΗΛΙΤΗΣ,CIDER,SIDRAS,,,,ALMABOR
,2,CILIA.JPG,Designua,3,CILIA,CILIO,ZILIEN,CIL CELLULAIRE,TRILHAAR,CIGLIA,РЕСНИЧКА,,FLIMMERHÅR,CILIE,CILIE,VÄREKARVAT,,RZĘSKA,ΒΛΕΦΑΡΙΔΑ,ŘASINKY,BLAKSTIENOS,,,,CSILLÓSZŐRÖK
,2,CLAVICLE.JPG,Tallik,3,CLAVICLE,CLAVÍCULA,SCHLÜSSELBEIN,CLAVICULE,SLEUTELBEEN,CLAVICOLA,КЛЮЧИЦА,,NYCKELBEN,KRAVEBEN,KRAVEBEN,SOLISLUU,,OBOJCZYK,ΚΛΕΙΔΑ,KLÍČNÍ KOST,RAKTIKAULIS,,,,KULCSCSONT
,2,CLAW.JPG,Cotzsss,2,CLAW,PINZA,KLAUE,PINCE,KLAUW,ARTIGLIO,КЛЕШНЯ,,KLOCKTORN,KLO,KLO,SAKSI,,SZCZYPCE,ΔΑΓΚΑΝΑ,KLEPETO,NAGAI,,,,RÁKOLLÓ
,2,CLAY_PELLETS.JPG,Kirill Shalmanov (Kirshal),3,CLAY PELLETS,ARLITA,LEHMSTÜCKE,BOULES D'ARGILE,KLEIKORRELS,SASSOLINI,КЕРАМЗИТ,,LECAKULOR,LERKUGLER,LERKUGLER,KEVYTSORA,,KERAMZYT,ΣΒΩΛΟΙ ΠΗΛΟΥ,KERAMZIT,KERAMZITAS,,,,AGYAGGOLYÓK
,2,CLEVIS.JPG,Oleg Zhukov (Alan64),4,CLEVIS,ABRAZADERA,BÜGEL,MANILLE,GAFFEL,CAVALLOTTO,ВИЛКА,,KRAMPA,GAFFELBOLT,GAFFELBOLT,HAARUKKA,,SZEKLA,ΠΕΡΟΝΗ,SPŘÁHLO,APKABA,,,,KAPCSOLÓKENGYEL
,2,CLIP.JPG,David734244,2,CLIP,PINZA,KLEMME,PINCE À PAPIER,CLIP,FERMAGLIO,КЛИПСА,,KLÄMMA,CLIPS,CLIPS,KLIPSI,,KLIPS,ΣΥΝΔΕΤΗΡΑΣ,SPONA,SĄVARŽA,,,,KAPOCS
,2,CLOTH.JPG,Millaus,2,CLOTH,TELA,TUCH,TISSU,DOEK,TESSUTO,СУКНО,,TYG,DUG,DUG,LIINA,,TKANINA,ΥΦΑΣΜΑ,LÁTKA,AUDINYS,,,,TÖRLŐRUHA
,2,CLOVER.JPG,Mellimage,2,CLOVER,TRÉBOL,KLEE,TRÈFLE,KLAVER,TRIFOGLIO,КЛЕВЕР,,KLÖVER,KLØVER,KLØVER,APILA,,KONICZYNA,ΤΡΙΦΥΛΛΙ,JETEL,DOBILAS,,,,LÓHERE
,2,COCKADE.JPG,Massimiliano Ferrarini (Maxferrarini),4,RIBBON,LAZO,SCHLEIFE,RUBAN,LINT,COCCARDA,КОКАРДА,,PRISROSETT,ROSET,ROSET,RUUSUKE,,WSTĘGA,ΤΑΙΝΙΑ,KOKARDA,KOKARDA,,,,SZALAG
,2,COCKLE.JPG,Artaporn Puthikampol (Artaporn),2,CLAM,ALMEJA,MUSCHEL,PALOURDE,MOSSEL,VONGOLA,МОЛЛЮСК,,MUSSLA,MUSLING,MUSLING,SIMPUKKA,,MAŁŻE,ΜΥΔΙ,MUŠLE,MOLIUSKAS,,,,CSAVAROS SZORÍTÓ
,2,COCOON.JPG,Gan Hui (Hustgh),2,COCOON,CAPULLO,PUPPE,COCON,COCON,BOZZOLO,КОКОН,,KOKONG,KOKON,KOKON,KOTELOKOPPA,,KOKON,ΚΟΥΚΟΥΛΙ,KOKON,KOKONAS,,,,SELYEMHERNYÓGUBÓ
,2,COLLAGE.JPG,Jodielee,2,COLLAGE,COLLAGE,COLLAGE,COLLAGE,COLLAGE,COLLAGE,КОЛЛАЖ,,KOLLAGE,COLLAGE,COLLAGE,KOLLAASI,,KOLAŻ,ΚΟΛΑΖ,KOLÁŽ,KOLIAŽAS,,,,KOLLÁZS
,2,COLLECTION.JPG,Lio2012,2,COLLECTION,COLECCIÓN,SAMMLUNG,COLLECTION,VERZAMELING,COLLEZIONE,КОЛЛЕКЦИЯ,,SAMLING,SAMLING,SAMLING,KOKOELMA,,KOLEKCJA,ΣΥΛΛΟΓΗ,SBÍRKA,KOLEKCIJA,,,,GYŰJTEMÉNY
,2,COLONY.JPG,Cardiae,3,COLONY,COLONIA,KOLONIE,COLONIE,KOLONIE,COLONIA,КОЛОНИЯ,,ODLING,KOLONI,KOLONI,YHDYSKUNTA,,KOLONIA,ΑΠΟΚΙΑ,KOLONIE,KOLONIJA,,,,KOLÓNIA
,2,COLUMBUS.JPG,Georgios  Kollidas (Georgios),3,COLUMBUS,COLÓN,KOLUMBUS,COLOMB,COLUMBUS,COLOMBO,КОЛУМБ,,COLUMBUS,COLUMBUS,COLUMBUS,KOLUMBUS,,KOLUMB,ΚΟΛΟΜΒΟΣ,KOLUMBUS,KOLUMBAS,,,,KOLOMBUSZ
,2,COMBINATION.JPG,Hypermania37,2,COMBINATION,COMBINACIÓN,KOMBINATION,COMBINAISON,COMBINATIE,COMBINAZIONE,КОМБИНАЦИЯ,,KOMBINATION,KOMBINATION,KOMBINATION,YHDISTELMÄ,,SZYFR,ΣΥΝΔΥΑΣΜΟΣ,KOMBINACE,KOMBINACIJA,,,,ZÁRKOMBINÁCIÓ
,2,COMFORTABLE.JPG,Martinmark,2,COMFORTABLE,CÓMODO,BEQUEM,CONFORTABLE,COMFORTABEL,COMODO,УДОБНЫЙ,,BEKVÄM,BEKVEM,BEKVEM,MUKAVA,,KOMFORT,ΑΝΕΤΟ,POHODLNÝ,PATOGUS,,,,KÉNYELMES
,2,COMICS.JPG,Sahua,1,COMICS,CÓMICS,COMICS,BANDE DESSINÉE,STRIPVERHAAL,FUMETTI,КОМИКС,,SERIE,TEGNESERIE,TEGNESERIE,SARJAKUVA,,KOMIKS,ΚΟΜΙΚΣ,KOMIKS,KOMIKSAS,,,,KÉPREGÉNY
,2,COMMA.JPG,Dimonart,1,COMMA,COMA,KOMMA,VIRGULE,KOMMA,VIRGOLA,ЗАПЯТАЯ,,KOMMA,KOMMA,KOMMA,PILKKI,,PRZECINEK,ΚΟΜΜΑ,ČÁRKA,KABLELIS,,,,VESSZŐ
,2,COMMUNISM.JPG,Alesnowak,2,COMMUNISM,COMUNISMO,KOMMUNISMUS,COMMUNISME,COMMUNISME,COMUNISMO,КОММУНИЗМ,,KOMMUNISM,KOMMUNISME,KOMMUNISME,KOMMUNISMI,,KOMUNIZM,ΚΟΜΜΟΥΝΙΣΜΟΣ,KOMUNISMUS,KOMUNIZMAS,,,,KOMMUNIZMUS
,2,CONCRETE.JPG,Photographybabak,2,CONCRETE,HORMIGÓN,BETON,BÉTON,BETON,CALCESTRUZZO,БЕТОН,,BETONG,BETON,BETON,BETONI,,CEMENT,ΣΚΥΡΟΔΕΜΑ,BETON,BETONAS,,,,BETON
,2,CONDENSATION.JPG,Francisco  Caravana (Caravana),3,CONDENSATION,CONDENSACIÓN,KONDENSATION,CONDENSATION,CONDENS,CONDENSA,КОНДЕНСАТ,,KONDENS,KONDENSATION,KONDENSATION,KONDENSAATIO,,SKRAPLANIE,ΣΥΜΠΥΚΝΩΣΗ,KONDENZACE,KONDENSACIJA,,,,KONDENZÁCIÓ
,2,CONE (collar).JPG,Baronoskie,2,CONE,CONO,TRICHTER,COLLERETTE,KAP,IMBUTO,ВОРОТНИК,,SKYDDSKRAGE,HALSKRAVE,HALSKRAVE,KAULURI,,KOŁNIERZ,ΚΩΝΟΣ,LÍMEC,KŪGIS,,,,KÚPGALLÉR ÁLLATOKNAK
,2,CONNECTION (electric).JPG,Ahdrum,3,CONNECTION,CONEXIÓN,VERBINDUNG,BRANCHEMENTS,AANSLUITING,INCROCIO,КОНТАКТ,,ANSLUTNING,FORBINDELSE,FORBINDELSE,KYTKENTÄ,,TRAKCJA,ΣΥΝΔΕΣΗ,PROPOJENÍ,RYŠYS,,,,CSATLAKOZÓ
,2,CONSULATE.JPG,Zhukovsky,2,CONSULATE,CONSULADO,KONSULAT,CONSULAT,CONSULAAT,CONSOLATO,КОНСУЛЬСТВО,,KONSULAT,KONSULAT,KONSULAT,KONSULAATTI,,KONSULAT,ΠΡΟΞΕΝΕΙΟ,KONZULÁT,KONSULATAS,,,,KONZULÁTUS
,2,CONVEYOR_BELT.JPG,Jevtic,1,CONVEYOR BELT,CINTA TRANSPORTADORA,TRANSPORTBAND,TAPIS ROULANT,TRANSPORTBAND,NASTRO,КОНВЕЙЕР,,LÖPANDE BAND,TRANSPORTBÅND,TRANSPORTBÅND,LIUKUHIHNA,,TAŚMOCIĄG,ΜΕΤΑΦΟΡΙΚΗ ΤΑΙΝΙΑ,DOPRAVNÍ PÁS,KONVEJERIS,,,,SZÁLLÍTÓSZALAG
,2,CORNER.JPG,Olivier Le Queinec (Olivierl),2,CORNER,ESQUINA,ECKE,COIN,HOEK,ANGOLO,УГОЛ,,HÖRN,HJØRNE,HJØRNE,KULMA,,NAROŻNIK,ΓΩΝΙΑ,ROH,KAMPAS,,,,SAROK
,2,COTTON.JPG,Thom800,1,COTTON,ALGODÓN,BAUMWOLLE,COTON,KATOEN,COTONE,ХЛОПОК,,BOMULL,BOMULD,BOMULD,PUUVILLA,,BAWEŁNA,ΒΑΜΒΑΚΙ,BAVLNA,MEDVILNĖ,,,,GYAPOT
,2,COUGH.JPG,Brett Lamb (Blambca),2,COUGH,TOS,HUSTEN,TOUX,HOESTEN,TOSSE,КАШЕЛЬ,,HOSTA,HOSTE,HOSTE,YSKÄ,,KASZEL,ΒΗΧΑΣ,KAŠEL,KOSULYS,,,,KÖHÖGÉS
,2,COUNTER.JPG,Arne9001,2,COUNTER,MOSTRADOR,TRESEN,COMPTOIR,TOONBANK,BANCONE,ПРИЛАВОК,,DISK,DISK,DISK,MYYNTITISKI,,LADA,ΓΚΙΣΕ,PULT,KOVA,,,,PULT
,2,COUNTERFEIT.JPG,Igor Sinitsyn (Igors),2,COUNTERFEIT,FALSIFICACIÓN,FÄLSCHUNG,CONTREFAÇON,VERVALSING,CONTRAFFATTO,ПОДДЕЛКА,,FÖRFALSKNING,FORFALSKNING,FORFALSKNING,VÄÄRENNÖS,,PODRÓBKA,ΠΛΑΣΤΟ,PADĚLEK,KLASTOJIMAS,,,,HAMISÍT
,2,CRAFTS.JPG,Viktor Pravdica (Viki2win),2,CRAFTS,MANUALIDADES,HANDWERK,TRAVAUX MANUELS,KNUTSELEN,DECORAZIONI,РУКОДЕЛИЕ,,PYSSEL,KUNSTHÅNDVÆRK,KUNSTHÅNDVÆRK,ASKARTELU,,RĘKODZIEŁO,ΧΕΙΡΟΤΕΧΝΙΑ,ZRUČNOST,AMATAS,,,,KÉZMŰVESSÉG
,2,CRANBERRY_JUICE.JPG,Joshua Resnick (Hojo),2,CRANBERRY JUICE,ZUMO DE ARÁNDANOS,CRANBERRYSAFT,JUS DE FRUITS,CRANBERRYSAP,SUCCO,МОРС,,TRANBÄRSJUICE,TRANEBÆRJUICE,TRANEBÆRJUICE,KARPALOMEHU,,SOK ŻURAWINOWY,ΧΥΜΟΣ ΜΟΥΡΩΝ,BRUSINKOVÝ DŽUS,MORSAS,,,,ÁFONYALÉ
,2,CRATER (volcano).JPG,Martin Molcan (Martinmolcan),2,CRATER,CRÁTER,KRATER,CRATÈRE,KRATER,CALDERA,ЖЕРЛО,,KRATRAR,KRATER,KRATER,PURKAUSAUKKO,,KRATER,ΚΡΑΤΗΡΑΣ,KRÁTER,KRATERIS,,,,VULKÁNI KRÁTER
,2,CREST.JPG,Design Mitralhouse (Mitralhouse),3,CREST,CRESTA,SCHOPF,CRÊTE,KUIF,CRESTA,ХОХОЛОК,,TOFS,KAM,KAM,TÖYHTÖ,,CZUBEK,ΛΟΦΙΟ,CHOCHOL,KUOKŠTAS,,,,BÓBITA
,2,CRICKET.JPG,Mark Eaton (Mark6138),2,CRICKET,CRÍQUET,KRICKET,CRICKET,CRICKET,CRICKET,КРИКЕТ,,KRICKET,CRICKET,CRICKET,KRIKETTI,,KRYKIET,ΚΡΙΚΕΤ,KRIKET,KRIKETAS,,,,KRIKETT
,2,CRITICISM.JPG,Bowie15,2,CRITICISM,CRÍTICAS,KRITIK,CRITIQUES,KRITIEK,CRITICHE,КРИТИКА,,KRITIK,KRITIK,KRITIK,KRITIIKKI,,KRYTYKA,ΚΡΙΤΙΚΗ,KRITIKA,KRITIKA,,,,KRITIKA
,2,CROSS.JPG,Lenora,1,CROSS,CRUZ,KREUZ,CROIX,KRUIS,CROCE,КРЕСТ,,KORS,KORS,KORS,RISTI,,KRZYŻ,ΣΤΑΥΡΟΣ,KŘÍŽ,KRYŽIUS,,,,KERESZT
,2,CROSS_SECTION.JPG,Markb120,2,CROSS SECTION,CORTE TRANSVERSAL,DURCHSCHNITT,COUPE EN DEUX,DOORSNEDE,SEZIONE,РАЗРЕЗ,,TVÄRSNITT,TVÆRSNIT,TVÆRSNIT,POIKKILEIKKAUS,,PRZEKRÓJ,ΕΓΚΑΡΣΙΑ ΤΟΜΗ,PRŮŘEZ,SKERSPJŪVIS,,,,KERESZTMETSZET
,2,CROWN (tooth).JPG,Makarova Olga (Mildegard),2,CROWN,CORONA,KRONE,COURONNE,KROON,CORONA,КОРОНКА,,KRONA,KRONE,KRONE,KRUUNU,,KORONA,ΚΟΡΩΝΑ,KORUNKA,KARŪNĖLĖ,,,,(FOG)KORONA
,2,CROWN (tree).JPG,Alexandr Mitiuc (Alexmit),2,CROWN,COPA,KRONE,CIME,KROON,CHIOMA,КРОНА,,KRONA,TRÆTOP,TRÆTOP,LATVUS,,KORONA,ΚΟΡΥΦΗ,KORUNA,VAINIKAS,,,,(FA)KORONA
,2,CRUMBS.JPG,Peter O\&#x27,2,CRUMBS,MIGAS,KRÜMEL,MIE,KRUIM,BRICIOLE,КРОШКИ,,SMULOR,KRUMMER,KRUMMER,MURUT,,OKRUSZKI,ΨΙΧΟΥΛΑ,DROBKY,TRUPINIAI,,,,MORZSA
,2,CRUST.JPG,Paul George Bodea (Paulgeor),2,CRUST,CORTEZA,KRUSTE,CROÛTE,KRUIMELS,CROSTA,КОРОЧКА,,SKORPA,SKORPE,SKORPE,KUORI,,SKÓRKA,ΚΡΟΥΣΤΑ,KŮRKA,PLUTA,,,,KENYÉRHÉJ
,2,CRYSTAL (glass).JPG,Jiri Vaclavek (Jonnysek),2,CRYSTAL,CRISTAL,KRISTALL,CRISTAL,KRISTAL,CRISTALLI,ХРУСТАЛЬ,,KRISTALL,KRYSTAL,KRYSTAL,KRISTALLI,,KRYSZTAŁ,ΚΡΥΣΤΑΛΛΑ,KŘIŠŤÁL,KRIŠTOLAS,,,,ÜVEGKRISTÁLY
,2,CUBISM.JPG,Mullrich,3,CUBISM,CUBISMO,KUBISMUS,CUBISME,KUBISME,CUBISMO,КУБИЗМ,,KUBISM,KUBISME,KUBISME,KUBISMI,,KUBIZM,ΚΥΒΙΣΜΟΣ,KUBISMUS,KUBIZMAS,,,,KUBIZMUS
,2,CUFF.JPG,Digitalmagus,2,CUFF,PUÑO,ÄRMELAUFSCHLAG,MANCHETTE,MANCHET,POLSINO,МАНЖЕТА,,MANCHETT,MANCHET,MANCHET,KALVOSIN,,MANKIET,ΜΑΝΙΚΕΤΟΚΟΥΜΠΟ,MANŽETA,RANKOGALIS,,,,MANDZSETTA
,2,CUMULUS.JPG,David Davis (Dndavis),3,CUMULUS,CÚMULO,KUMULUSWOLKE,CUMULUS,CUMULUS,CUMULI,КУЧЕВЫЕ ОБЛАКА,,CUMULUS,CUMULUS,CUMULUS,KUMPUPILVI,,CUMULUS,ΠΥΚΝΑ ΣΥΝΝΕΦΑ,KUMULUS,DEBESYS,,,,GOMOLYFELHŐ
,2,CURB.JPG,Rtsubin,2,CURB,BORDILLO,BORDSTEIN,TROTTOIR,TROTTOIRBAND,CORDOLO,БОРДЮР,,TROTTOARKANT,FORTOVSKANT,FORTOVSKANT,REUNAKIVEYS,,KRAWĘŻNIK,ΠΕΖΟΔΡΟΜΙΟ,OBRUBNÍK,PASIENIS,,,,JÁRDASZEGÉLY
,2,CURLING.JPG,Bambi L. Dingman (Bdingman),1,CURLING,CURLING,CURLING,CURLING,CURLING,CURLING,КЕРЛИНГ,,CURLING,CURLING,CURLING,CURLING,,CURLING,ΚΕΡΛΙΝΓΚ,CURLING,KERLINGAS,,,,CURLING
,2,CURTSEY.JPG,Sarah Nicholl (Srnicholl),2,CURTSEY,REVERENCIA,HOFKNICKS,RÉVÉRENCE,RÉVÉRENCE,INCHINO,РЕВЕРАНС,,NIGNING,NEJEN,NEJEN,NIIAUS,,DYGNIĘCIE,ΥΠΟΚΛΙΣΗ,PUKRLE,REVERANSAS,,,,PUKEDLI
,2,CUTICLE.JPG,Andriy Petrenko (Anpet2000),2,CUTICLE,CUTÍCULA,NAGELHAUT,PETITES PEAUX,NAGELRIEM,CUTICOLA,КУТИКУЛА,,NAGELBAND,NEGLEBÅND,NEGLEBÅND,KYNSINAUHA,,SKÓRKA,ΠΕΤΣΑΚΙΑ,KŮŽIČKA,ODELĖ,,,,FELHÁM
,2,CYTOPLASM.JPG,Designua,3,CYTOPLASM,CITOPLASMA,ZYTOPLASMA,CYTOPLASME,CYTOPLASMA,CITOPLASMA,ЦИТОПЛАЗМА,,CYTOPLASMA,CELLEPLASMA,CELLEPLASMA,SOLULIMA,,CYTOPLAZMA,ΚΥΤΟΠΛΑΣΜΑ,CYTOPLAZMA,CITOPLAZMA,,,,CITOPLAZMA
,2,DAM.JPG,Roger Asbury (Urbanraven),1,DAM,PRESA,DAMM,BARRAGE,DAM,DIGA,ПЛОТИНА,,DAMM,DÆMNING,DÆMNING,PATO,,ZAPORA,ΦΡΑΓΜΑ,PŘEHRADA,UŽTVARA,,,,GÁT
,2,DANDRUFF.JPG,Hughhamilton,2,DANDRUFF,CASPA,SCHUPPEN,PELLICULES,ROOS,FORFORA,ПЕРХОТЬ,,MJÄLL,SKÆL,SKÆL,HILSE,,ŁUPIEŻ,ΠΙΤΥΡΙΔΑ,LUPY,PLEISKANOS,,,,KORPA
,2,DEAFNESS.JPG,Monika Wisniewska (Amaviael),2,DEAFNESS,SORDERA,TAUBHEIT,SURDITÉ,DOOFHEID,SORDITÀ,ГЛУХОТА,,DÖVHET,DØVHED,DØVHED,KUUROUS,,NIEDOSŁUCH,ΚΩΦΩΣΗ,HLUCHOTA,KURTUMAS,,,,SIKETSÉG
,2,DECORATION.JPG,MNStudio,2,DECORATION,DECORACIÓN,DEKORATION,DÉCOR,INRICHTING,DECORAZIONE,ДЕКОРАЦИИ,,INREDNING,DEKORATION,DEKORATION,KOKOONPANO,,PLAN ZDJĘCIOWY,ΔΙΑΚΟΣΜΗΣΗ,VÝZDOBA,PUOŠYBA,,,,FESTÉS-MÁZOLÁS
,2,DECOUPAGE.JPG,Vvvstep,3,DECOUPAGE,DÉCOUPAGE,DECOUPAGE,DÉCOUPAGE,VERSIERING,DECOUPAGE,ДЕКУПАЖ,,DECOUPAGE,DECOUPAGE,DECOUPAGE,DECOUPAGE,,DECOUPAGE,ΝΤΕΚΟΥΠΑΖ,DECOUPAGE,DEKUPAŽAS,,,,DEKUPÁZS
,2,DEGREES.JPG,Battrick,2,DEGREES,GRADOS,GRAD,DEGRÉS,GRADEN,GRADI,ГРАДУС,,GRADER,GRADER,GRADER,ASTE,,STOPNIE,ΒΑΘΜΟΙ,STUPNĚ,LAIPSNIAI,,,,30 FOK
,2,DELTA.JPG,Emjaysea,2,DELTA,DELTA,DELTA,DELTA,DELTA,DELTA,ДЕЛЬТА,,DELTA,DELTA,DELTA,DELTA,,DELTA,ΔΕΛΤΑ,DELTA,UPĖS DELTA,,,,FOLYÓTORKOLAT
,2,DENTIN.JPG,Skypixel,4,DENTIN,DENTINA,DENTIN,DENTINE,TANDBEEN,DENTINA,ДЕНТИН,,TANDBEN,DENTIN,DENTIN,HAMMASLUU,,ZĘBINA,ΟΔΟΝΤΙΝΗ,ZUBOVINA,DENTINAS,,,,DENTIN
